string_id,context,ko,en,ja,zh-Hans,zh-Hant,es,fr,de,pt-BR,notes,status
p03_06.body.06,lore,"**듣는 박쥐**: 천장에 거꾸로 매달려 고민을 말하면 귀를 천천히 움직인다. 절대 먼저 다가오지 않고, 답도 하지 않는다. 다만 끝까지 듣는다. 박쥐가 다 듣고 나면 벽의 별빛이 한 점 더 밝아진다. **말하면 비치는 벽**: 말하지 않으면 끝내 캄캄하다.",,,,,,,,,wb_v1,ko_draft
p03_06.head.07,lore,작은 역사,,,,,,,,,wb_v1,ko_draft
p03_06.body.07,lore,"빛이 번지는 계절에 색을 되찾았다. 어느 아이동이 처음으로 아무에게도 못 한 걱정을 어둠에 대고 꺼내 놓았을 때, 벽에 별빛이 처음 한 점 떠올랐다. 한 사람이 말한 만큼, 한 마디가 빛이 된 만큼씩. 그래서 이 동굴의 별빛은 지금도 끝없이 다시 채워진다.",,,,,,,,,wb_v1,ko_draft
p03_06.head.08,lore,여기 어울리는 아이동,,,,,,,,,wb_v1,ko_draft
p03_06.body.08,lore,"**양털곰**(곰)의 결이 가장 맞다. 말수는 적지만, 누가 어렵게 꺼낸 이야기를 한마디도 끊지 않고 끝까지 들어 주는 묵직한 다정함이 있다. 새벽 라이브 방송에서 흘러나온 ""괜찮아"" 한마디가 캄캄하던 밤을 밝혔던 기억처럼, 답이 아니라 끝까지 들어 주는 것이 위로였다.",,,,,,,,,wb_v1,ko_draft
p03_07.title,lore,AREA-05 자신감 폭포,,,,,,,,,wb_v1,ko_draft
p03_07.category,lore,구역,,,,,,,,,wb_v1,ko_draft
p03_07.nav_label,lore,AREA-05 자신감 폭포,,,,,,,,,wb_v1,ko_draft
p03_07.summary.01,lore,"다시서기 바위와 디딤돌, 거슬러 은어가 사는 자존감·재기의 구역.",,,,,,,,,wb_v1,ko_draft
p03_07.head.01,lore,한 줄 정의,,,,,,,,,wb_v1,ko_draft
p03_07.quote.01,lore,"폭포는 떨어지는 일을 멈춘 적이 없다. 그런데도 그 아래 바위는, 떨어진 적 없는 듯 늘 다시 서 있다.",,,,,,,,,wb_v1,ko_draft
p03_07.body.01,lore,"소리가 먼저 도착한다. 숲길을 한참 오르면 아직 보이지도 않는 폭포의 굉음이 가슴팍을 먼저 두드린다. 모퉁이를 돌면 흰 물기둥이 절벽을 통째로 내리치고, 물안개 사이로 무지개가 옅게 걸렸다 풀렸다 한다.",,,,,,,,,wb_v1,ko_draft
p03_07.head.02,lore,풍경과 구성요소,,,,,,,,,wb_v1,ko_draft
p03_07.body.02,lore,"폭포가 구역 한복판을 세로로 가른다. **전경**에는 젖은 물보라양치가 무리 지어 눕고, 못가의 검은 바위마다 무지개비늘이 반짝인다. **중경**에는 못 한가운데 **다시서기 바위**와, 거기까지 디딤돌이 띄엄띄엄 놓인 물길이 있다. **원경**에는 흰 물이 회색 절벽을 덮으며 물안개 위로 무지개가 떴다 진다. 못 가장자리를 따라가면 디딤돌이 줄지어 있다. 가지런하지 않고, 누군가 미끄러져 넘어진 바로 그 자리에 놓여 있다.",,,,,,,,,wb_v1,ko_draft
p03_07.list.01.title,lore,소구역,,,,,,,,,wb_v1,ko_draft
p03_07.list.01.item.01,lore,**물보라 양치길**: 젖은 풀잎 사이로 폭포 소리가 커지는 길. 풀잎에 맺힌 물방울이 한 발 앞을 비춘다.,,,,,,,,,wb_v1,ko_draft
p03_07.list.01.item.02,lore,**넘어진 자리의 디딤돌길**: 넘어진 곳마다 새 돌이 놓이는 길. 발자국 하나가 디딤돌 위에서 말라 간다.,,,,,,,,,wb_v1,ko_draft
p03_07.list.01.item.03,lore,**다시서기 바위**: 폭포 한가운데 몸을 다시 세우는 자리. 물소리 속에서 작은 박수 같은 메아리가 들린다.,,,,,,,,,wb_v1,ko_draft
p03_07.list.01.item.04,lore,**무지개비늘 웅덩이**: 떨어진 빛이 물 아래에서 다시 떠오르는 곳. 은어가 거슬러 오른 뒤 물 위에 색띠가 남는다.,,,,,,,,,wb_v1,ko_draft
p03_07.head.03,lore,랜드마크,,,,,,,,,wb_v1,ko_draft
p03_07.body.03,lore,"**다시서기 바위 & 폭포**: 폭포 한가운데 솟은 평평한 바위. 물이 그 위로 끝없이 쏟아지는데도 닳지도 무너지지도 않는다. 끝까지 디딤돌을 건너 그 바위 위에 한 번 서 본 사람은, 폭포 소리가 더는 무섭지 않다고들 한다. ""넘어진 적이 가장 많아서 가장 단단해진 자리""라 부른다.",,,,,,,,,wb_v1,ko_draft
p03_07.head.04,lore,기념물,,,,,,,,,wb_v1,ko_draft
p03_07.body.04,lore,**넘어진 자리의 디딤돌**: 누가 놓았는지 아무도 모른다. 다만 자리는 분명하다. 넘어진 바로 그 지점이다. 한 사람이 넘어질 때마다 다음 날 그 자리에 돌 하나가 더 놓여 있었다. **첫 도약 표식**: 다시서기 바위 위 작게 패인 한 쌍의 자국. 글자도 이름도 없다. 다음 사람의 디딤돌이 된다.,,,,,,,,,wb_v1,ko_draft
p03_07.head.05,lore,자원과 보석,,,,,,,,,wb_v1,ko_draft
p03_07.body.05,lore,"**용기수정**: 떨어지는 물 바로 아래, 가장 세찬 물줄기가 닿는 자리에서만 자란다. 처음엔 흐릿하다가, 물을 오래 견딜수록 안에 작은 무지개가 한 줄 든다. 가장 세게 떨어지는 자리에서만 가장 단단한 것이 자란다. **무지개비늘**과 **물보라양치**도 여기서 거둔다.",,,,,,,,,wb_v1,ko_draft
p03_07.head.06,lore,신기한 동물·현상,,,,,,,,,wb_v1,ko_draft
p03_07.body.06,lore,"**거슬러 은어**: 다른 물고기가 다 떠내려가는 폭포를 거꾸로 거슬러 뛴다. 번번이 밀려 떨어지지만, 떨어진 그 자리에서 곧장 한 번 더 뛴다. 곁들여 **메아리새**도 산다. 누가 내뱉은 한마디를 한 박자 늦게 되돌려 주는데, 늘 끝의 한 마디만 조금 더 다정하게 돌려준다. 폭포 소리 속 ""한 번 더""는 어쩌면 이 새의 목소리다.",,,,,,,,,wb_v1,ko_draft
p03_07.head.07,lore,작은 역사,,,,,,,,,wb_v1,ko_draft
p03_07.body.07,lore,"회색의 잠 동안 이 폭포는 무지개가 걸리지 않는 잿빛 물기둥이었다. 한 아이동이 거듭 미끄러지고 넘어지기를 반복하다 마침내 다시서기 바위까지 건너가 두 발로 섰을 때, 물안개 위로 처음 무지개가 떴다. 폭포의 굉음 속에서 작은 메아리가 처음 되돌아왔다. *한 번 더.*",,,,,,,,,wb_v1,ko_draft
p03_07.head.08,lore,여기 어울리는 아이동,,,,,,,,,wb_v1,ko_draft
p03_07.body.08,lore,"**단풍볼**(햄스터)의 결이 가깝다. 손바닥만 한 몸으로 자기보다 훨씬 큰 폭포 앞에서 볼이 미어지게 숨을 모았다가, 디딤돌을 하나씩 폴짝폴짝 건너가는 그림이다. 번번이 미끄러져도 작은 발로 다시 첫 디딤돌로 돌아오는 모습이 이 구역과 가장 닮았다. 슬럼프를 지나 다시 무대에 오르기 직전, 분장실에서 숨을 고르던 그 떨림. 폭포가 건네는 가장 작은 응원이다.",,,,,,,,,wb_v1,ko_draft
p03_08.title,lore,AREA-06 휴식의 오아시스,,,,,,,,,wb_v1,ko_draft
p03_08.category,lore,구역,,,,,,,,,wb_v1,ko_draft
p03_08.nav_label,lore,AREA-06 휴식의 오아시스,,,,,,,,,wb_v1,ko_draft
p03_08.summary.01,lore,아무것도 안 해도 되는 의자와 그늘 정자가 있는 쉼·평온의 구역.,,,,,,,,,wb_v1,ko_draft
p03_08.head.01,lore,한 줄 정의,,,,,,,,,wb_v1,ko_draft
p03_08.quote.01,lore,"이곳에서는 아무도 무엇을 하라고 하지 않는다. 그래서 처음 온 사람은, 한참 동안 무엇을 해야 할지 몰라 가만히 서 있는다.",,,,,,,,,wb_v1,ko_draft
p03_08.body.01,lore,"발소리가 저절로 느려진다. 모래언덕을 하나 넘으면 갑자기 공기가 바뀐다. 발밑이 폭신한 낮잠풀로 바뀌고, 연둣빛과 미색이 번진 풀밭 한가운데 작은 샘이 소리도 없이 고여 있다.",,,,,,,,,wb_v1,ko_draft
p03_08.head.02,lore,풍경과 구성요소,,,,,,,,,wb_v1,ko_draft
p03_08.body.02,lore,"마른 모래언덕에 둘러싸인 둥근 풀밭이다. **전경**에는 폭신한 낮잠풀, **중경**에는 사철 그늘이 지는 정자와 소리 없는 샘, **원경**에는 모래언덕 너머 천천히 흐르는 옅은 구름이 있다. 어디에도 서두르는 것이 없다. 바람조차 풀을 천천히 쓸고 지나간다. 정자 기둥의 그림자는 다른 곳보다 한 박자 느리게 움직인다.",,,,,,,,,wb_v1,ko_draft
p03_08.list.01.title,lore,소구역,,,,,,,,,wb_v1,ko_draft
p03_08.list.01.item.01,lore,**낮잠풀 샛길**: 햇빛이 느리게 지나가는 낮은 풀길. 잠깐 멈춰 서면 바람 소리만 먼저 들린다.,,,,,,,,,wb_v1,ko_draft
p03_08.list.01.item.02,lore,**미지근차 작은 찻집**: 서두르지 않는 온도의 작은 찻집. 차가 식지 않고 손바닥 온도만큼만 남아 있다.,,,,,,,,,wb_v1,ko_draft
p03_08.list.01.item.03,lore,**아무것도 안 해도 되는 의자**: 해야 할 일을 잠깐 내려놓는 자리. 의자 옆 바구니에 아무 이름 없는 담요가 접혀 있다.,,,,,,,,,wb_v1,ko_draft
p03_08.list.01.item.04,lore,**그늘 정자와 샘**: 그늘과 물소리가 하루를 늦추는 곳. 느림보 물범이 샘가에 기대어 오래 눈을 깜빡인다.,,,,,,,,,wb_v1,ko_draft
p03_08.head.03,lore,랜드마크,,,,,,,,,wb_v1,ko_draft
p03_08.body.03,lore,"**그늘 정자**: 아무것도 하지 않아도 되는, 사철 그늘이 지는 정자. 기둥 그림자는 한 박자 느리게 움직인다. 졸음나비가 몇 마리 천장을 천천히 떠다니고, 올려다보면 어느새 눈이 감긴다.",,,,,,,,,wb_v1,ko_draft
p03_08.head.04,lore,기념물,,,,,,,,,wb_v1,ko_draft
p03_08.body.04,lore,**아무것도 안 해도 되는 의자**: 등받이가 한껏 기울고 팔걸이가 반들반들 닳은 의자. 이 의자에 앉으면 누구도 일어나라고 하지 않는다. **한숨 내려놓는 샘**: 솟지 않고 그저 고여 하늘을 비춘다. 깊은 한숨을 한 번 내쉬면 수면에 잔물결 하나가 번졌다가 천천히 잦아든다.,,,,,,,,,wb_v1,ko_draft
p03_08.head.05,lore,자원과 보석,,,,,,,,,wb_v1,ko_draft
p03_08.body.05,lore,"**미지근옥**: 뜨겁지도 차갑지도 않은, 쥐고 있으면 천천히 자기 체온이 되는 옥. 급한 사람의 손에서는 좀처럼 따뜻해지지 않고, 오래 가만히 쥐고 있는 사람의 손에서만 천천히 데워진다. **낮잠풀솜**과 **미지근차열매**도 여기서 거둔다.",,,,,,,,,wb_v1,ko_draft
p03_08.head.06,lore,신기한 동물·현상,,,,,,,,,wb_v1,ko_draft
p03_08.body.06,lore,"**느림보 물범**: 샘가에 늘 늘어져 있는 둥글둥글한 물범. 하루 종일 거의 움직이지 않는다. 아무것도 하지 않는 것이 이렇게 평화로울 수 있다는 걸 온몸으로 보여준다. **졸음나비**: 이 나비가 가까이 날아오면 눈꺼풀이 무거워진다. 나비가 내려앉은 사람은 그 자리에서 짧고 달콤한 낮잠이 든다. **한 박자 느린 자리**: 무엇의 그림자든, 사람의 그림자든, 이곳에서는 한 박자씩 늦게 따라온다.",,,,,,,,,wb_v1,ko_draft
p03_08.head.07,lore,작은 역사,,,,,,,,,wb_v1,ko_draft
p03_08.body.07,lore,"회색의 잠 동안 이곳은 메마른 모래 분지였고 샘은 갈라져 있었다. 한 아이동이 더는 한 발도 못 떼고 기울어진 의자에 털썩 앉아 낮잠이 들었다. 아무것도 하지 않은 채, 그저 잠들었다. 그 짧은 낮잠 사이에 마른 샘에 물이 차오르고 모래 위로 낮잠풀이 연둣빛으로 번졌다. 쉬어도 된다는 걸 처음 받아들인 그 잠으로, 오아시스는 색을 되찾았다.",,,,,,,,,wb_v1,ko_draft
p03_08.head.08,lore,여기 어울리는 아이동,,,,,,,,,wb_v1,ko_draft
p03_08.body.08,lore,"**양털곰**(곰)의 결이 가깝다. 둥글고 폭신한 몸으로 낮잠풀에 누우면 풀이 곰 모양으로 폭 꺼지고, 졸음나비가 머리맡을 천천히 도는 그림이다. 무엇을 하려 애쓰지 않고 그저 거기 존재하는 것만으로 주변까지 느려지게 만드는 무게가 이 구역과 닮았다. ""오늘은 쉬어도 돼""라고 말해주던 자장가 같은 발라드처럼, 아무 일도 일어나지 않는 풍경이 가장 다정한 위로다.",,,,,,,,,wb_v1,ko_draft
p03_09.title,lore,AREA-07 시간의 모래 광장,,,,,,,,,wb_v1,ko_draft
p03_09.category,lore,구역,,,,,,,,,wb_v1,ko_draft
p03_09.nav_label,lore,AREA-07 시간의 모래 광장,,,,,,,,,wb_v1,ko_draft
p03_09.summary.01,lore,거대 모래시계탑과 오늘의 조각 항아리가 있는 시간·순간의 구역.,,,,,,,,,wb_v1,ko_draft
p03_09.head.01,lore,한 줄 정의,,,,,,,,,wb_v1,ko_draft
p03_09.quote.01,lore,"모래시계는 시간을 가두지 못한다. 다만, 흘러내리는 모래가 바닥에 무늬를 남기는 것만은 막지 않는다.",,,,,,,,,wb_v1,ko_draft
p03_09.body.01,lore,"광장에 들어서면 가장 먼저 소리가 닿는다. 사람들의 발소리도, 바람 소리도 아니다. 끊임없이 모래가 흐르는 소리다. 고개를 들면 광장 한복판에 까마득히 높은 탑, **거대 모래시계탑**이 서 있다. 하루에 다섯 번, 탑이 위아래로 천천히 뒤집히며 금빛 모래 한 무더기가 흘러내려 광장 바닥에 새 무늬를 하나 그린다.",,,,,,,,,wb_v1,ko_draft
p03_09.head.02,lore,풍경과 구성요소,,,,,,,,,wb_v1,ko_draft
p03_09.body.02,lore,"사방이 트인 너른 모래 광장이다. **전경**에는 모래시계꽃이 낮게 피고, 발밑에는 잠깐 빛났다 사라지는 발자국들이 점점이 떠 있다. **중경**에는 광장 한복판의 거대 모래시계탑과 탑 둘레에 늘어선 오늘의 조각 항아리들이 자리한다. **원경**에는 하늘하양으로 비워진 너른 하늘이 광장을 환히 감싼다. 그늘이 적어 모든 것이 또렷하고, 그래서 시간이 흐르는 것이 눈에 다 보인다.",,,,,,,,,wb_v1,ko_draft
p03_09.list.01.title,lore,소구역,,,,,,,,,wb_v1,ko_draft
p03_09.list.01.item.01,lore,**모래시계꽃길**: 작은 꽃들이 시간을 흔드는 길. 발자국이 잠깐 빛났다 곧 사라진다.,,,,,,,,,wb_v1,ko_draft
p03_09.list.01.item.02,lore,**오늘의 조각 항아리 정류장**: 하루의 작은 조각들이 잠시 모이는 곳. 항아리 안에서 오늘의 소리가 한 번 굴러간다.,,,,,,,,,wb_v1,ko_draft
p03_09.list.01.item.03,lore,**멈춘 시계 골목**: 붙잡고 싶었던 순간들이 쉬는 골목. 잠자리가 앉은 시계만 한 박자 늦게 움직인다.,,,,,,,,,wb_v1,ko_draft
p03_09.list.01.item.04,lore,**순간유리 수선대**: 깨지지 않은 순간을 닦아 두는 낮은 작업대. 수선대 위 구슬에 같은 장면이 다른 빛으로 비친다.,,,,,,,,,wb_v1,ko_draft
p03_09.head.03,lore,랜드마크,,,,,,,,,wb_v1,ko_draft
p03_09.body.03,lore,"**거대 모래시계탑**: 광장 한복판에 우뚝 선 투명한 탑. 하루에 다섯 번, 누가 손대지 않아도 탑이 천천히 위아래로 뒤집히며 하루의 한 조각을 흘려보낸다. 깨우기, 아침, 점심, 저녁, 재우기다. 탑이 막 뒤집히는 그 짧은 순간, 광장 전체가 숨을 한 번 멈춘다. 시간이 흐르고 있다는 것만은 누구도 외면하지 못하게 보여준다.",,,,,,,,,wb_v1,ko_draft
p03_09.head.04,lore,기념물,,,,,,,,,wb_v1,ko_draft
p03_09.body.04,lore,"**오늘의 조각 항아리**: 탑 둘레에 늘어선 항아리 안에 흘러간 하루의 다섯 조각이 모래 무늬로 담긴다. 누구도 같은 무늬의 하루를 두 번 살지 못한다. **멈춘 시계**: 바늘이 한 자리에 멈춰 있다. 누군가 너무 붙잡고 싶었던 한순간이 거기 멈춰 있다. 모든 것이 흐르는 광장에서, 이 시계 하나만은 멈춤으로 한순간을 지킨다.",,,,,,,,,wb_v1,ko_draft
p03_09.head.05,lore,자원과 보석,,,,,,,,,wb_v1,ko_draft
p03_09.body.05,lore,"**순간유리**: 순간잠자리가 잠깐 머물다 간 자리의 모래가 굳어 만들어지는 투명한 구슬. 빛에 비추면 그날의 한 장면이 잠깐 비친다. 같은 광장에서 같은 햇빛을 받아도, 굳는 순간이 다르면 안에 든 장면도 다르다. **시간모래**와 **빈 모래시계**도 여기서 거둔다.",,,,,,,,,wb_v1,ko_draft
p03_09.head.06,lore,신기한 동물·현상,,,,,,,,,wb_v1,ko_draft
p03_09.body.06,lore,"**순간잠자리**: 어디에도 눈 깜짝할 새보다 오래 머물지 않는다. 누구도 또렷이 본 적이 없지만, 머물다 간 자리마다 모래가 굳어 순간유리가 맺힌다. 가장 짧게 머무는 것이, 가장 오래 남는 것을 만든다. **빛나는 발자국**: 광장을 걸으면 디딘 자리마다 발자국이 잠깐 금빛으로 반짝였다가 사라진다. 발자국은 사라지지만 무늬는 남는다. 흘러간 하루가 아무것도 아니지 않다는, 광장의 가장 조용한 위로다.",,,,,,,,,wb_v1,ko_draft
p03_09.head.07,lore,작은 역사,,,,,,,,,wb_v1,ko_draft
p03_09.body.07,lore,"회색의 잠 동안 모래시계탑은 멈춰 있었다. 한 아이동이 이 광장에서 평범한 하루를 보냈다. 깨고, 아침을 먹고, 한낮을 지나고, 저녁을 맞고, 잠들기까지. 특별할 것 없는 다섯 조각의 하루였다. 그런데 그 하루가 흐르는 동안 멈췄던 탑이 천천히 다시 뒤집히기 시작했고, 광장 바닥에 처음으로 다섯 무늬가 그려졌다. 그저 하루를 살아낸 것만으로 시간이 다시 흐른 그날, 광장은 색을 되찾았다.",,,,,,,,,wb_v1,ko_draft
p03_09.head.08,lore,여기 어울리는 아이동,,,,,,,,,wb_v1,ko_draft
p03_09.body.08,lore,"**단풍볼**(햄스터)의 결이 가깝다. 짧은 하루를 분주하게, 그러나 매 순간을 온몸으로 사는 작은 존재. 모래밭을 종종거리며 발자국마다 금빛 반짝임을 남기고, 순간잠자리를 잡으려다 매번 놓치면서도 즐거워하는 그림이다. 다시 못 볼 그 무대처럼, 같은 노래 같은 자리라도 어제의 무대와 오늘의 무대는 결코 같지 않다. 흘러가서 다시 못 보기에 더 빛나는 한순간이다.",,,,,,,,,wb_v1,ko_draft
p03_09.body.09,lore,"*(ch3a 집필 초안 / s03_index, p03_01~p03_09 / 아이동월드 월드북 3장 앞부분 / 2026-07-01)*",,,,,,,,,wb_v1,ko_draft
p03_10.title,lore,AREA-08 성찰의 등산로,,,,,,,,,wb_v1,ko_draft
p03_10.category,lore,구역,,,,,,,,,wb_v1,ko_draft
p03_10.nav_label,lore,AREA-08 성찰의 등산로,,,,,,,,,wb_v1,ko_draft
p03_10.summary.01,lore,혼자 걸어야 보이는 안개 속에 자기 마음이 비친다.,,,,,,,,,wb_v1,ko_draft
p03_10.head.01,lore,한 줄 정의,,,,,,,,,wb_v1,ko_draft
p03_10.quote.01,lore,"산은 풍경을 보여주려 사람을 높이 부르는 게 아니다. 다만, 충분히 높은 곳에서는 발밑 안개에 자기 마음이 비친다.",,,,,,,,,wb_v1,ko_draft
